GO Highest Offense Desc,GO X Coordinate,GO Y Coordinate
AUTO THEFT                    ,3113071,10065639
AUTO THEFT                    ,3113071,10065639
AUTO THEFT                    ,3122150,10100253
THEFT OF BICYCLE              ,3096715,10040200
THEFT FROM BUILDING           ,3129785,10067977
BURGLARY OF RESIDENCE         ,3101168,10050167
THEFT BY SHOPLIFTING          ,3121527,10081889
BURGLARY OF VEHICLE           ,3118105,10070059
THEFT OF METAL                ,3124255,10071201
AUTO THEFT                    ,3101168,10069824
THEFT                         ,3128522,10110597
AUTO THEFT                    ,3125424,10089289
AGG ASLT STRANGLE/SUFFOCATE   ,3125424,10089289
BURGLARY NON RESIDENCE        ,3112396,10078764
THEFT                         ,3130597,10099733
THEFT OF LICENSE PLATE        ,3119362,10094360
AGG ASLT STRANGLE/SUFFOCATE   ,3127515,10108691
BURGLARY OF RESIDENCE         ,3127515,10108691
THEFT                         ,3127515,10108691
BURGLARY OF VEHICLE           ,3141426,10120721
THEFT                         ,3118309,10071316
THEFT                         ,3121384,10081280
THEFT                         ,3121408,10083165
BURGLARY OF VEHICLE           ,3116011,10064181
BURGLARY OF VEHICLE           ,3116011,10064181
BURGLARY OF VEHICLE           ,3116011,10064181
THEFT FROM BUILDING           ,3109411,10074511
THEFT OF AUTO PARTS           ,3134102,10106050
AUTO THEFT                    ,3133186,10105286
AUTO THEFT                    ,3123494,10070897
AUTO THEFT                    ,3125816,10107062
BURGLARY OF VEHICLE           ,3121676,10099403
BURGLARY OF VEHICLE           ,3112427,10078903
THEFT                         ,3112427,10078903
THEFT OF BICYCLE              ,3112427,10078903
THEFT OF BICYCLE              ,3112427,10078903
BURGLARY OF VEHICLE           ,3112427,10078903
BURGLARY NON RESIDENCE        ,3112427,10078903
THEFT OF BICYCLE              ,3112427,10078903
THEFT OF BICYCLE              ,3112427,10078903
AUTO THEFT                    ,3112427,10078903
AUTO THEFT                    ,3112427,10078903
THEFT OF BICYCLE              ,3112427,10078903
THEFT                         ,3096392,10039911
THEFT                         ,3096392,10039911
BURGLARY OF VEHICLE           ,3096392,10039911
THEFT                         ,3096392,10039911
THEFT                         ,3096392,10039911
AGG ASSAULT FAM/DATE VIOLENCE ,3096392,10039911
THEFT FROM BUILDING           ,3096392,10039911
ROBBERY BY ASSAULT            ,,
BURGLARY OF VEHICLE           ,3114331,10070034
AUTO THEFT                    ,3114633,10071046
AGG ASSAULT FAM/DATE VIOLENCE ,3105192,10047409
DEADLY CONDUCT                ,3114214,10070103
THEFT                         ,3119490,10067192
BURGLARY OF VEHICLE           ,3119490,10067192
THEFT BY SHOPLIFTING          ,3113343,10069258
BURGLARY OF VEHICLE           ,3113729,10069275
THEFT                         ,3113729,10069275
THEFT FROM BUILDING           ,3113729,10069275
BURGLARY OF VEHICLE           ,3110299,10068176
BURGLARY NON RESIDENCE        ,3127463,10102319
THEFT                         ,3127463,10102319
THEFT BY SHOPLIFTING          ,3117695,10083985
AGG ASSAULT ON PUBLIC SERVANT ,3114159,10070084
BURGLARY OF VEHICLE           ,3114254,10070418
AGG ROBBERY/DEADLY WEAPON     ,3114360,10070764
THEFT OF BICYCLE              ,3114360,10070764
THEFT                         ,3114360,10070764
THEFT BY SHOPLIFTING          ,3114669,10071785
BURGLARY OF VEHICLE           ,3125588,10098529
BURGLARY OF VEHICLE           ,3133582,10113031
BURGLARY OF RESIDENCE         ,3123988,10095363
THEFT FROM BUILDING           ,3126218,10099995
BURGLARY OF VEHICLE           ,3101965,10033750
AUTO THEFT                    ,3101965,10033750
BURGLARY OF VEHICLE           ,3130243,10106941
THEFT                         ,3112664,10069452
AGG ASLT STRANGLE/SUFFOCATE   ,3126400,10100819
THEFT                         ,3113026,10069311
BURGLARY OF VEHICLE           ,3110081,10069181
AGG ASSAULT                   ,3117269,10068018
BURGLARY OF VEHICLE           ,3116232,10067509
THEFT                         ,3116259,10068343
THEFT                         ,3109973,10070240
BURGLARY OF VEHICLE           ,3105410,10072993
BURGLARY NON RESIDENCE        ,3105198,10049252
BURG NON RESIDENCE SHEDS      ,3105198,10049252
BURGLARY NON RESIDENCE        ,3105198,10049252
BURGLARY OF VEHICLE           ,3112578,10068464
THEFT                         ,3112578,10068464
THEFT OF BICYCLE              ,3112578,10068464
BURGLARY OF VEHICLE           ,3112578,10068464
BURGLARY OF VEHICLE           ,3112578,10068464
BURGLARY OF VEHICLE           ,3105026,10072377
THEFT OF LICENSE PLATE        ,3131233,10108726
AUTO THEFT                    ,3130465,10107240
BURGLARY OF VEHICLE           ,3126341,10100267
AUTO THEFT                    ,3101535,10033742
BURGLARY OF RESIDENCE         ,3130196,10106968
BURG NON RESIDENCE SHEDS      ,3135797,10104843
BURGLARY OF VEHICLE           ,3075061,10042130
BURGLARY OF VEHICLE           ,3140813,10050182
BURGLARY OF VEHICLE           ,3095194,10137302
AUTO THEFT                    ,3115609,10115182
BURGLARY NON RESIDENCE        ,3115609,10115182
BURGLARY OF VEHICLE           ,3115304,10115399
BURGLARY NON RESIDENCE        ,3115304,10115399
BURGLARY OF VEHICLE           ,3115304,10115399
BURGLARY OF VEHICLE           ,3115304,10115399
BURGLARY OF VEHICLE           ,3115304,10115399
BURGLARY NON RESIDENCE        ,3131877,10106582
BURGLARY NON RESIDENCE        ,3131877,10106582
DEADLY CONDUCT                ,3131877,10106582
BURGLARY OF RESIDENCE         ,3123945,10110872
THEFT                         ,3126550,10110013
THEFT FROM AUTO               ,3130800,10107497
BURGLARY OF VEHICLE           ,3131693,10106729
BURGLARY OF RESIDENCE         ,3124515,10110408
BREACH OF COMPUTER SECURITY   ,3097265,10030094
THEFT                         ,3097265,10030094
THEFT OF LICENSE PLATE        ,3097265,10030094
THEFT FROM BUILDING           ,3097265,10030094
BREACH OF COMPUTER SECURITY   ,3097265,10030094
THEFT                         ,3097265,10030094
THEFT FROM PERSON             ,3097265,10030094
BURGLARY OF VEHICLE           ,3102775,10150979
AUTO THEFT                    ,3102775,10150979
BURGLARY OF RESIDENCE         ,3102775,10150979
BURGLARY OF VEHICLE           ,3102775,10150979
AGG ASLT STRANGLE/SUFFOCATE   ,3102775,10150979
THEFT                         ,3102775,10150979
AGG ASLT STRANGLE/SUFFOCATE   ,3102775,10150979
THEFT                         ,3102775,10150979
AUTO THEFT                    ,3127959,10109036
BURGLARY OF VEHICLE           ,3084949,10036348
THEFT                         ,3096014,10137866
BURGLARY OF RESIDENCE         ,3095096,10136609
BURGLARY OF VEHICLE           ,3091245,10033965
BURGLARY OF VEHICLE           ,3127930,10108976
BURGLARY OF VEHICLE           ,3131553,10106969
THEFT OF BICYCLE              ,3131748,10106848
BURGLARY OF VEHICLE           ,3124638,10110492
BURGLARY OF VEHICLE           ,3124638,10110492
BURGLARY OF VEHICLE           ,3107889,10024705
THEFT                         ,3121210,10112355
THEFT                         ,3121210,10112355
AUTO THEFT                    ,3124802,10110676
BURGLARY OF VEHICLE           ,3124649,10110658
AUTO THEFT                    ,3131919,10106690
THEFT                         ,3131919,10106690
BURGLARY OF VEHICLE           ,3094987,10136564
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT                         ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112275,10116346
THEFT                         ,3112275,10116346
BURGLARY OF VEHICLE           ,3112275,10116346
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT                         ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
BURGLARY OF VEHICLE           ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT BY SHOPLIFTING          ,3112264,10116438
THEFT                         ,3112264,10116438
AUTO THEFT                    ,3130609,10107603
BURGLARY OF RESIDENCE         ,3090745,10033949
THEFT                         ,3084868,10036188
BURGLARY OF VEHICLE           ,3120553,10112828
BURGLARY OF RESIDENCE         ,3124407,10110655
AUTO THEFT                    ,3134606,10105458
THEFT                         ,3115813,10063462
AGG ASSAULT FAM/DATE VIOLENCE ,3127513,10108889
BURGLARY NON RESIDENCE        ,3118200,10071127
BURGLARY NON RESIDENCE        ,3117845,10069776
THEFT                         ,3117252,10068057
BURGLARY OF COIN-OP MACHINE   ,3117252,10068057
BURGLARY OF RESIDENCE         ,3098601,10045014
BURGLARY OF VEHICLE           ,3134259,10106144
BURGLARY OF VEHICLE           ,3134259,10106144
BURGLARY OF RESIDENCE         ,3126091,10105533
BURG NON RESIDENCE SHEDS      ,3109658,10066084
BURGLARY OF VEHICLE           ,3112174,10077750
AGG ASLT STRANGLE/SUFFOCATE   ,3112174,10077750
BURGLARY OF RESIDENCE         ,3090632,10128951
AUTO THEFT                    ,3112178,10078455
THEFT                         ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
THEFT                         ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
ROBBERY BY ASSAULT            ,3129379,10108475
AUTO THEFT                    ,3129379,10108475
THEFT                         ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
THEFT BY SHOPLIFTING          ,3129379,10108475
AGG ROBBERY/DEADLY WEAPON     ,3129379,10108475
BURGLARY OF VEHICLE           ,3107728,10154558
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3110888,10117037
BURGLARY OF VEHICLE           ,3131723,10107203
AUTO THEFT                    ,3131723,10107203
BURGLARY OF RESIDENCE         ,3127459,10109264
THEFT FROM AUTO               ,3131653,10107231
BURGLARY OF VEHICLE           ,3118263,10070562
BURGLARY OF VEHICLE           ,3118263,10070562
BURGLARY OF VEHICLE           ,3111320,10052135
THEFT OF BICYCLE              ,3115681,10063090
BURGLARY OF RESIDENCE         ,3134339,10106281
THEFT FROM PERSON             ,3111486,10073420
BURGLARY OF RESIDENCE         ,3105432,10076618
BURGLARY OF RESIDENCE         ,3126347,10105573
THEFT                         ,3110260,10071528
THEFT OF BICYCLE              ,3110260,10071528
THEFT                         ,3110260,10071528
THEFT BY SHOPLIFTING          ,3122068,10100260
THEFT BY SHOPLIFTING          ,3122068,10100260
THEFT BY SHOPLIFTING          ,3122068,10100260
BURGLARY OF VEHICLE           ,3104987,10076855
THEFT OF AUTO PARTS           ,3117083,10067577
BURGLARY OF VEHICLE           ,3108485,10024174
BURGLARY OF VEHICLE           ,3090707,10033830
AUTO THEFT                    ,3132525,10106450
AUTO THEFT                    ,3132525,10106450
THEFT                         ,3132525,10106450
BURGLARY OF RESIDENCE         ,3097768,10032041
THEFT                         ,3110971,10073636
THEFT                         ,3110971,10073636
THEFT                         ,3110971,10073636
BURGLARY OF VEHICLE           ,3110971,10073636
AUTO THEFT                    ,3116555,10066056
BURGLARY NON RESIDENCE        ,3118729,10073598
BURGLARY OF VEHICLE           ,3116145,10064251
BURGLARY OF VEHICLE           ,3116145,10064251
BURGLARY OF VEHICLE           ,3116145,10064251
BURG NON RESIDENCE SHEDS      ,3127951,10093678
BURGLARY OF VEHICLE           ,3129006,10112247
BURGLARY NON RESIDENCE        ,3125562,10089256
AUTO THEFT                    ,3125562,10089256
BURGLARY OF VEHICLE           ,3125562,10089256
BURGLARY OF VEHICLE           ,3133916,10067143
BURGLARY OF VEHICLE           ,3115798,10063324
THEFT                         ,3121249,10098379
BURGLARY OF VEHICLE           ,3115341,10062585
THEFT                         ,3138639,10114568
BURGLARY OF RESIDENCE         ,3126269,10105622
BURGLARY OF RESIDENCE         ,3125756,10106976
AGG ASSAULT                   ,3125756,10106976
THEFT OF BICYCLE              ,3118300,10070349
DEADLY CONDUCT                ,3125967,10105642
THEFT OF METAL                ,3111268,10073455
BURGLARY OF RESIDENCE         ,3104903,10076969
AUTO THEFT                    ,3090621,10033523
BURGLARY OF VEHICLE           ,3091334,10033350
BURGLARY OF VEHICLE           ,3118295,10070927
BURG NON RESIDENCE SHEDS      ,3121582,10083070
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
THEFT                         ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,3139071,10116111
BURGLARY OF VEHICLE           ,,
THEFT OF VEHICLE/OTHER        ,3133032,10066895
BURGLARY NON RESIDENCE        ,3133032,10066895
ROBBERY BY THREAT             ,3133032,10066895
AGG ROBBERY BY ASSAULT        ,3133032,10066895
THEFT                         ,3129234,10096999
BURGLARY OF VEHICLE           ,3129234,10096999
THEFT                         ,3129234,10096999
THEFT                         ,3129234,10096999
BURGLARY OF VEHICLE           ,3129234,10096999
BURGLARY OF VEHICLE           ,3127556,10109725
BURGLARY OF VEHICLE           ,3125369,10089144
AUTO THEFT                    ,3125662,10107056
BURGLARY OF VEHICLE           ,3125662,10107056
BURGLARY OF VEHICLE           ,3115976,10063441
BURGLARY OF VEHICLE           ,3126879,10092289
BURGLARY OF VEHICLE           ,3126879,10092289
THEFT                         ,3126879,10092289
AGG ASLT STRANGLE/SUFFOCATE   ,3126879,10092289
THEFT                         ,3126879,10092289
BURGLARY OF RESIDENCE         ,3126879,10092289
BURGLARY OF VEHICLE           ,3126879,10092289
BURGLARY OF VEHICLE           ,3126879,10092289
THEFT                         ,3126879,10092289
AGG ASSAULT                   ,3126879,10092289
THEFT OF BICYCLE              ,3126879,10092289
BURGLARY OF VEHICLE           ,3117889,10069760
THEFT                         ,3128921,10096113
BURGLARY NON RESIDENCE        ,3129038,10096243
THEFT                         ,3127255,10108674
BURGLARY OF VEHICLE           ,3126536,10092054
BURGLARY OF VEHICLE           ,3126536,10092054
BURGLARY NON RESIDENCE        ,3126536,10092054
BURGLARY NON RESIDENCE        ,3100993,10069633
THEFT                         ,3101219,10049567
BURGLARY OF VEHICLE           ,3101219,10049567
THEFT                         ,3101219,10049567
THEFT                         ,3101219,10049567
AGG ASSAULT                   ,3127306,10108799
THEFT                         ,3141534,10120692
BURGLARY OF VEHICLE           ,3132445,10102971
THEFT                         ,3133056,10103977
BURGLARY OF VEHICLE           ,3126542,10106275
BURGLARY OF VEHICLE           ,3115273,10072250
BURGLARY OF VEHICLE           ,3121681,10083023
BURGLARY OF VEHICLE           ,3103219,10042470
THEFT OF BICYCLE              ,3103219,10042470
BURGLARY OF VEHICLE           ,3103219,10042470
BURGLARY OF VEHICLE           ,3103219,10042470
THEFT OF AUTO PARTS           ,3103219,10042470
BURGLARY OF VEHICLE           ,3113538,10069213
THEFT                         ,3113538,10069213
THEFT                         ,3113538,10069213
BURGLARY OF VEHICLE           ,3113538,10069213
BURGLARY OF VEHICLE           ,3113538,10069213
THEFT                         ,3113538,10069213
ROBBERY BY ASSAULT            ,3113538,10069213
BURGLARY OF VEHICLE           ,3113830,10069064
THEFT OF BICYCLE              ,3116395,10081325
THEFT                         ,3116395,10081325
THEFT BY SHOPLIFTING          ,3114261,10070741
AGG ROBBERY/DEADLY WEAPON     ,3129845,10106352
BURGLARY OF RESIDENCE         ,3087396,10130485
BURGLARY OF RESIDENCE         ,3131256,10107226
THEFT                         ,3120389,10113244
THEFT OF LICENSE PLATE        ,3088191,10130771
BURGLARY OF VEHICLE           ,3078671,10039349
ROBBERY BY ASSAULT            ,3082232,10036997
THEFT                         ,3131313,10107320
THEFT                         ,3111102,10117308
BURGLARY OF VEHICLE           ,3111102,10117308
THEFT                         ,3120640,10112995
AUTO THEFT                    ,3120640,10112995
AUTO THEFT                    ,3120640,10112995
THEFT FROM AUTO               ,3114356,10116459
BURGLARY OF VEHICLE           ,3114356,10116459
BURGLARY OF VEHICLE           ,3114356,10116459
THEFT                         ,3114356,10116459
